Name,Description,DEPARTMENT,ALT_TELEPHONE_LINE,STREET_NAME,BUILDING_NAME,TYPE,TELEPHONE,UNIT,OPERATING_HOURS,FAX,HSE_BLK_NO,POSTAL_CODE,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_84,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Serangoon Neighbourhood Police Centre (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Serangoon Avenue 2</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 488 0999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-02</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6488 3561</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>50</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>556129</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>3A0B16358CB88ACC</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Serangoon Neighbourhood Police Centre (Temporarily Closed),,Serangoon Avenue 2,,Ang Mo Kio Police Division (FOXTROT),1800 488 0999,#01-02,Temporarily Closed,6488 3561,50,556129,3A0B16358CB88ACC,20230316173711,1.35161224643171,103.870367874802
kml_85,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Paya Lebar Neighbourhood Police Post (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Hougang Avenue 1</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 289 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-1270</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6281 5961</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>114</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>530114</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>EEC2BCA197CCA432</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Paya Lebar Neighbourhood Police Post (Temporarily Closed),,Hougang Avenue 1,,Ang Mo Kio Police Division (FOXTROT),1800 289 9999,#01-1270,Temporarily Closed,6281 5961,114,530114,EEC2BCA197CCA432,20230316173711,1.35287379105232,103.888765891317
kml_86,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bedok Neighbourhood Police Post (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bedok South Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 241 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-117</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6443 1687</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>15</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>460015</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>ACC5C59402B17930</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Bedok Neighbourhood Police Post (Temporarily Closed),,Bedok South Road,,Bedok Police Division (GOLF),1800 241 9999,#01-117,Temporarily Closed,6443 1687,15,460015,ACC5C59402B17930,20230316173711,1.32090967574524,103.935541947681
kml_87,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Aljunied Neighbourhood Police Post (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Joo Seng Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 280 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-69</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6281 5960</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>13</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>360013</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>E7E26854973E4F89</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Aljunied Neighbourhood Police Post (Temporarily Closed),,Joo Seng Road,,Tanglin Police Divisional (ECHO),1800 280 9999,#01-69,Temporarily Closed,6281 5960,13,360013,E7E26854973E4F89,20230316173711,1.33577240452793,103.879301119231
kml_88,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Yishun South Neighbourhood Police Centre (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Yishun St 81</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Woodlands Police Divisional (LIMA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 852 2999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6852 2239</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>32</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>768456</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>5CA016B52D89DCFB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Yishun South Neighbourhood Police Centre (Temporarily Closed),,Yishun St 81,,Woodlands Police Divisional (LIMA),1800 852 2999,,Temporarily Closed,6852 2239,32,768456,5CA016B52D89DCFB,20230316173711,1.41532017729754,103.834896387806
kml_89,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Thomson Neighbourhood Police Post (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Sin Ming Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 452 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-180</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6553 5740</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>25</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>570025</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC38C3029681C31F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Thomson Neighbourhood Police Post (Temporarily Closed),,Sin Ming Road,,Tanglin Police Divisional (ECHO),1800 452 9999,#01-180,Temporarily Closed,6553 5740,25,570025,CC38C3029681C31F,20230316173711,1.354993048426,103.83747345657
kml_90,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Dover Neighbourhood Police Post (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Dover Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 778 8999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-368</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6776 2859</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>3</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>130003</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>98D858FC4BA48608</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Dover Neighbourhood Police Post (Temporarily Closed),,Dover Road,,Clementi Police Divisional (DELTA),1800 778 8999,#01-368,Temporarily Closed,6776 2859,3,130003,98D858FC4BA48608,20230316173711,1.30380245030752,103.78232029792
kml_91,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Clementi Neighbourhood Police Post (Temporarily Closed)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Clementi Avenue 3</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 775 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-456</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Temporarily Closed</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6776 4246</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>427</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>120427</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>21B12AD732C082BB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230316173711</td> </tr></table></center>",Clementi Neighbourhood Police Post (Temporarily Closed),,Clementi Avenue 3,,Clementi Police Divisional (DELTA),1800 775 9999,#01-456,Temporarily Closed,6776 4246,427,120427,21B12AD732C082BB,20230316173711,1.31197064650848,103.76380300097
kml_92,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Tanah Merah Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Upper Changi Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 449 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-1514</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6244 7251</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>51</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>461051</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>E87242A73A9808F8</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Tanah Merah Neighbourhood Police Post,,New Upper Changi Road,,Bedok Police Division (GOLF),1800 449 9999,#01-1514,1200 to 2200 hrs,6244 7251,51,461051,E87242A73A9808F8,20181122165117,1.32343586111023,103.942265308779
kml_93,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Marina Bay Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Marina View</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Central Police Divisional (ALPHA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 222 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6372 4242</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>70</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>18962</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B61B4E1F7F486646</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Marina Bay Neighbourhood Police Centre,,Marina View,,Central Police Divisional (ALPHA),1800 222 9999,,24 Hrs,6372 4242,70,18962,B61B4E1F7F486646,20181122165116,1.2747355002542,103.848994264171
kml_94,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Ang Mo Kio South Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Ang Mo Kio Avenue 3</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 451 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6553 5679</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>81</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>569929</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>EA57B16562817DB0</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Ang Mo Kio South Neighbourhood Police Centre,,Ang Mo Kio Avenue 3,,Ang Mo Kio Police Division (FOXTROT),1800 451 9999,,24 Hrs,6553 5679,81,569929,EA57B16562817DB0,20181122165117,1.3699099992709,103.851653520064
kml_95,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Ang Mo Kio Police Divisional Head Quarters</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Ang Mo Kio Avenue 9</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 484 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6218 1399</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>51</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>569784</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>C4C3D5B3250548E4</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Ang Mo Kio Police Divisional Head Quarters,,Ang Mo Kio Avenue 9,,Ang Mo Kio Police Division (FOXTROT),1800 484 9999,,24 Hrs,6218 1399,51,569784,C4C3D5B3250548E4,20181122165117,1.38493171488824,103.845061602265
kml_96,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Ang Mo Kio North Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Ang Mo Kio Avenue 9</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 484 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6218 1399</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>51</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>569784</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>C4C3D5B340084A21</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Ang Mo Kio North Neighbourhood Police Centre,,Ang Mo Kio Avenue 9,,Ang Mo Kio Police Division (FOXTROT),1800 484 9999,,24 Hrs,6218 1399,51,569784,C4C3D5B340084A21,20181122165117,1.38493171488824,103.845061602265
kml_97,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Teck Ghee Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Ang Mo Kio Street 31</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 459 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6457 4478</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>321</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>560321</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A012E9DF5E8BE7CD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Teck Ghee Neighbourhood Police Post,,Ang Mo Kio Street 31,,Ang Mo Kio Police Division (FOXTROT),1800 459 9999,,1200 to 2200 hrs,6457 4478,321,560321,A012E9DF5E8BE7CD,20181122165117,1.36511766197218,103.848396336196
kml_98,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Serangoon North Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Serangoon North Avenue 1</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 284 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-709</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6343 1742</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>108</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>550108</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>25EC737E19071013</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Serangoon North Neighbourhood Police Post,,Serangoon North Avenue 1,,Ang Mo Kio Police Division (FOXTROT),1800 284 9999,#01-709,1200 to 2200 hrs,6343 1742,108,550108,25EC737E19071013,20181122165117,1.36990140318865,103.871206839621
kml_99,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Sengkang Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Sengkang Square</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 343 8999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-02</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6343 8939</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>2</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>545025</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>53F8631B579E38E8</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Sengkang Neighbourhood Police Centre,,Sengkang Square,,Ang Mo Kio Police Division (FOXTROT),1800 343 8999,#01-02,24 Hrs,6343 8939,2,545025,53F8631B579E38E8,20181122165117,1.39278559310502,103.893906108166
kml_100,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Hougang Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Hougang Avenue 9</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Ang Mo Kio Police Division (FOXTROT)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 489 0999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6312 8989</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>60</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>538775</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>DB60D23CA6C6BBD2</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Hougang Neighbourhood Police Centre,,Hougang Avenue 9,,Ang Mo Kio Police Division (FOXTROT),1800 489 0999,,24 Hrs,6312 8989,60,538775,DB60D23CA6C6BBD2,20181122165117,1.37425555419862,103.884983996854
kml_101,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Changi Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Simei Street 2</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 587 2999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6587 2900</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>9</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>529914</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>61F7F4F580ED3652</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Changi Neighbourhood Police Centre,,Simei Street 2,,Bedok Police Division (GOLF),1800 587 2999,,24 Hrs,6587 2900,9,529914,61F7F4F580ED3652,20181122165117,1.34452665755027,103.954802678992
